topic,words,scores
topic_-1,prep,0.12730307051859371
topic_-1,cpm,0.11417480144706416
topic_-1,sport,0.11410145719631457
topic_-1,tfp,0.11237911483043753
topic_-1,hiv,0.11178689368163777
topic_-1,tnp,0.11160061319584637
topic_-1,government_institutional,0.11160061319584637
topic_-1,cannabis,0.10899066533184225
topic_-1,chaos,0.10625945882178732
topic_-1,abortion,0.10625945882178732
topic_0,ai,0.7906207013049963
topic_0,artificial_intelligence,0.5144608577817105
topic_0,emotional_airelate,0.4552731189956613
topic_0,ai_implementer,0.4552731189956613
topic_0,ai_machine,0.4288044028279939
topic_0,initial_set,0.39799082675969005
topic_0,ai_ruling,0.39799082675969005
topic_0,data_owner,0.39799082675969005
topic_0,inventorship,0.39370977140532076
topic_0,aigenerate,0.38301142934167587
topic_1,threedimensional_shape,0.5146214652846438
topic_1,albania,0.4884995332671628
topic_1,trade_mark,0.48418224794042547
topic_1,germany_switzerland,0.47370592868017664
topic_1,epc,0.37300849129210517
topic_1,separate_legal,0.36868255614221795
topic_1,eu_membership,0.36868255614221795
topic_1,eu_acquis,0.36868255614221795
topic_1,dynamic_governance,0.36868255614221795
topic_1,eu_institution,0.36868255614221795
topic_2,upc,0.5313726566791659
topic_2,unified_patent_court,0.4817973325592632
topic_2,unitary_patent,0.4295513233932392
topic_2,eu,0.39727374001333066
topic_2,analytical_reflection,0.39507844819302673
topic_2,prong,0.3831305185055423
topic_2,fee_shift,0.3604544466390339
topic_2,brussels_regulation,0.3604544466390339
topic_2,participatory,0.3604544466390339
topic_2,dutch_court,0.3604544466390339
topic_3,indigenous,0.41342659200195825
topic_3,maori,0.4076684120013386
topic_3,nagoya_protocol,0.38186005934114986
topic_3,theft_of_trade_secret,0.381338331074769
topic_3,indigenous_people,0.3666650707568348
topic_3,traditional_knowledge,0.3529005660514715
topic_3,rooibos,0.34893375351871875
topic_3,itk,0.34893375351871875
topic_3,protect_indigenous,0.33794066262271827
topic_3,access_benefitsharing,0.33012625730024625
topic_4,brazil,0.5921452481774341
topic_4,brazilian,0.5702126125890629
topic_4,hts_cable,0.46499661162534295
topic_4,bem,0.4102213365289009
topic_4,lei,0.4102213365289009
topic_4,tto,0.4100681898762787
topic_4,brazils,0.4080996165984271
topic_4,inpi,0.37841679043975235
topic_4,brazilian_academic,0.3740661104739093
topic_4,ai,0.357243844037818
topic_5,remanufacturer,0.7432424620681742
topic_5,remanufacturing,0.6793078095856483
topic_5,remanufacture_product,0.6682434461428522
topic_5,oem,0.6190269673719779
topic_5,closedloop_supply_chain,0.5755213655220345
topic_5,original_manufacturer,0.5402464904683815
topic_5,clsc,0.5218025950757368
topic_5,pcm,0.5010146338412789
topic_5,remanufacturing_degree,0.5010146338412789
topic_5,licensing_fee,0.48599896190505293
topic_6,data_exclusivity,0.3732444501291019
topic_6,csp_application,0.3654717127718391
topic_6,compulsory_license,0.33421886616147184
topic_6,chinas_compulsory,0.3338279780794174
topic_6,attempt_cl,0.3225008166870461
topic_6,disclosure_of_origin,0.3211391696887441
topic_6,ttip,0.32033491828689625
topic_6,malaysia,0.30435695092442444
topic_6,trips_flexibility,0.2998477112333761
topic_6,thailand,0.297042709497998
topic_7,expvp,0.5615573025072662
topic_7,combine_ability,0.5143843129947812
topic_7,zea,0.5034763236451879
topic_7,diversity_expert,0.47247672230632975
topic_7,industry_tester,0.47247672230632975
topic_7,2011_2012,0.4584284634612203
topic_7,inbreed,0.45508618126959144
topic_7,usda,0.43467619726712803
topic_7,maize,0.41692579296423776
topic_7,stand_crop,0.41692579296423776
topic_8,seed_commons,0.5707849769509294
topic_8,variety_constituent,0.508958236551398
topic_8,seed_business,0.508958236551398
topic_8,variety,0.47756042657916004
topic_8,statutory_experimental,0.4672221065997938
topic_8,community_plant,0.4672221065997938
topic_8,13_of_regulation,0.4672221065997938
topic_8,germplasm,0.45846350694110516
topic_8,protect_variety,0.4418408331673088
topic_8,scope_of_action,0.41199129415986246
topic_9,tppa,0.4780260050137586
topic_9,homeopathic,0.45270367185518545
topic_9,deposit,0.42086209731385443
topic_9,linkage_system,0.4096480826762978
topic_9,illicit_drug,0.3891953526997135
topic_9,term_homeopathy,0.38617153703649604
topic_9,health_of_citizen,0.3811172513574639
topic_9,ldc,0.3530087743966787
topic_9,chile,0.35242957253620233
topic_9,tppa_country,0.3383648696702634
topic_10,indian_pharmaceutical,0.6206913726792322
topic_10,india,0.4072062209809838
topic_10,postgraduate_student,0.3819197720910489
topic_10,bangladesh,0.3650220504259656
topic_10,processfocused_intellectual,0.35556668892320553
topic_10,regime_enjoy,0.35556668892320553
topic_10,1995,0.34245724739766253
topic_10,strategic_choice,0.3363452769997153
topic_10,trips_compliance,0.33059536092647773
topic_10,nrca,0.3235379218711965
topic_11,myriad_genetics,0.35670150876502615
topic_11,social_acceptability,0.3558049738751636
topic_11,ethical_review,0.3558049738751636
topic_11,molecular_pathology,0.35452157195625467
topic_11,gene_editing,0.34831655749781354
topic_11,human_embryo,0.3311032323788178
topic_11,amplicon,0.32479825909677895
topic_11,ariosa,0.32479825909677895
topic_11,ariosas,0.32479825909677895
topic_11,enablement_requirement,0.32479825909677895
topic_12,synthetic_biology,0.709137802728696
topic_12,biomaterial,0.5539929319647369
topic_12,opensource,0.48798772782696337
topic_12,biotechnology,0.47762325789636645
topic_12,biotechnology_directive,0.40629850482566054
topic_12,directive_simplify,0.40629850482566054
topic_12,clause_prohibit,0.40629850482566054
topic_12,molecular_biotechnology,0.40629850482566054
topic_12,diybio,0.40629850482566054
topic_12,bring_numerous,0.40629850482566054
topic_13,ppmv,0.5258142923455917
topic_13,nigeria,0.5176764927227101
topic_13,malaria,0.4430621298536258
topic_13,ppmvs,0.4407396270749473
topic_13,artemisininbased_combination,0.4266390011906584
topic_13,malaria_treatment,0.40261783609054586
topic_13,mrdt,0.3739164265890055
topic_13,fever,0.36932235114969764
topic_13,intervention,0.3483066862857504
topic_13,household,0.3277053229334612
topic_14,land,0.4671850896693849
topic_14,crop_protection,0.3773695806433826
topic_14,pesticide,0.3742253357136688
topic_14,law_201301,0.35728327077399846
topic_14,afbe,0.35728327077399846
topic_14,np,0.3520961401740883
topic_14,manure,0.3375217154738165
topic_14,afme,0.3375217154738165
topic_14,coformulant,0.3375217154738165
topic_14,food,0.3293050196262226
topic_15,surface,0.234829185667293
topic_15,corrosion,0.23199348828020172
topic_15,coating,0.23152824073244638
topic_15,sensor,0.21978834902350436
topic_15,water,0.21583731950100332
topic_15,prototype,0.2088047007514375
topic_15,quantum,0.20823446487761996
topic_15,temperature,0.20381830398324605
topic_15,damper,0.2035849954095551
topic_15,bracket,0.2012322734268087
topic_16,german,0.5304648745100629
topic_16,germany,0.46486781045821035
topic_16,sso,0.45842508681081146
topic_16,dignity,0.4423630774477784
topic_16,technical_committee,0.4046782679882222
topic_16,farreaching,0.4046782679882222
topic_16,gdr,0.3903829823748525
topic_16,legal_system,0.3798793799129308
topic_16,contributor,0.3760488463966692
topic_16,acknowledge,0.36306919242241226
topic_17,institutional_investor_communication,0.7407639379995185
topic_17,corporate_green,0.7015539929277151
topic_17,green_innovation,0.6190242017673242
topic_17,banker_director,0.6095197028293358
topic_17,customer_concentration,0.6095197028293358
topic_17,major_customer,0.6095197028293358
topic_17,csr,0.5739518531425253
topic_17,esg_rating,0.5388067392491422
topic_17,cepi,0.5388067392491422
topic_17,promote_corporate,0.5324381613319812
topic_18,tkdl,0.5074484093048047
topic_18,folklore,0.45816081056845426
topic_18,icar,0.4140809927118067
topic_18,indian,0.41287781663209144
topic_18,traditional_knowledge,0.39593726830927645
topic_18,digital_library,0.38966867277020656
topic_18,socioeconomic_offence,0.38632753751438625
topic_18,white_collar_crime,0.38632753751438625
topic_18,white_collar,0.38632753751438625
topic_18,protect_expression,0.37358067441057796
topic_19,vaccine,0.39344694053826024
topic_19,covid19_vaccine,0.3760612124464691
topic_19,covid19,0.368255122958863
topic_19,covid19_pandemic,0.3582748810375624
topic_19,condition_of_covid19,0.35285911772827194
topic_19,covax_facility,0.35285911772827194
topic_19,global_vaccine,0.3489670506408351
topic_19,parallel_import,0.3342414110058173
topic_19,coronavirus_pandemic,0.31557842482011805
topic_19,pandemic,0.31322669580080775
topic_20,vaccine,0.5235642306357756
topic_20,medical_countermeasure,0.47542586388082486
topic_20,covid19,0.4195059313141736
topic_20,pandemic,0.3958552350827012
topic_20,lifesaving,0.3520987016533538
topic_20,remain_formidable,0.345435412727263
topic_20,crucial_medicinesvaccine,0.345435412727263
topic_20,current_wave,0.345435412727263
topic_20,insurmountable_obstacle,0.345435412727263
topic_20,medical_advancement,0.345435412727263
topic_21,parasite,0.37898385528734735
topic_21,infection,0.3700673251155321
topic_21,chmi,0.3263788848941107
topic_21,infect,0.2903344041444989
topic_21,vaccination,0.2858661461736097
topic_21,prepatent_period,0.2775539442987128
topic_21,mouse,0.2674066139359627
topic_21,mosquito,0.26311425472446115
topic_21,plasmodium,0.26311425472446115
topic_21,antibody_response,0.26311425472446115
topic_22,antibody,0.47785638364741634
topic_22,1498,0.47054471306436824
topic_22,hhs_secretary,0.41729844572198355
topic_22,biosimilar_developer,0.41729844572198355
topic_22,genetic_testing,0.3982485186973913
topic_22,epitope,0.39124765856369376
topic_22,york_times,0.3817761383792102
topic_22,naturally_occur,0.3426204960073493
topic_22,description_requirement,0.3352150153037207
topic_22,antibody_claim,0.3352150153037207
topic_23,portable_medicine_chest,0.5123296360990495
topic_23,gs,0.4426713789144155
topic_23,cigarette,0.4052356541514236
topic_23,cancer_drug,0.40155157790113877
topic_23,generic_authorise,0.3912451654671922
topic_23,mhpaea_associate,0.3912451654671922
topic_23,oncology_medicine,0.3865786018606431
topic_23,avert,0.3780527889353866
topic_23,inhaler,0.3735876012367146
topic_23,001,0.3649190927913148
topic_24,generic_entry,0.34081862745726793
topic_24,insulin_product,0.327292128380125
topic_24,insulin,0.3026967994872747
topic_24,asthma_copd,0.294491920729459
topic_24,drug_registration,0.2853920466518251
topic_24,nih_funding,0.2853920466518251
topic_24,insulin_glargine,0.27530790779358677
topic_24,market_exclusivity,0.2743615747397827
topic_24,local_formulary,0.2740197251865342
topic_24,drugpatentwatch,0.2740197251865342
topic_25,brand_drug,0.39149667970745033
topic_25,settlement,0.38630115944258614
topic_25,stay_period,0.3745778025475191
topic_25,generic,0.37074489980776454
topic_25,skinny_label,0.36383463336199373
topic_25,generic_manufacturer,0.34842968850359174
topic_25,australia,0.3454725324076113
topic_25,application_cite,0.34198699377848163
topic_25,deter_generic,0.34198699377848163
topic_25,entry,0.3257719319375032
topic_26,digital_health,0.34742796480532373
topic_26,detailing,0.30631476546449743
topic_26,health,0.29372492127393907
topic_26,pediatric,0.288970004934685
topic_26,physician,0.28550534690828094
topic_26,health_care,0.28202504877844414
topic_26,mea,0.26862372112298644
topic_26,lrss,0.26862372112298644
topic_26,therapeutic_hazard,0.26862372112298644
topic_26,quack_medicine,0.26862372112298644
topic_27,airway_protection,0.38275931243252914
topic_27,caffeine,0.38037279359894477
topic_27,rln_lesion,0.37214463845797296
topic_27,live_birth,0.34794663603571424
topic_27,swallow,0.3377747662251963
topic_27,facial_suture,0.3339306671520381
topic_27,olfactory_function,0.3339306671520381
topic_27,postlesion,0.3339306671520381
topic_27,u10,0.3339306671520381
topic_27,tongue,0.323984924171917
topic_28,graft,0.35283339920706414
topic_28,patient,0.3473779562525221
topic_28,artery,0.34717095593874153
topic_28,aneurysm,0.3369080809060704
topic_28,patient_undergo,0.2995906157756804
topic_28,stroke,0.298056734297588
topic_28,rao,0.2909231412908235
topic_28,stent,0.2892500401738786
topic_28,postoperative,0.26396634835868704
topic_28,occlusion,0.260057490766909
topic_29,electric_vehicle,0.3362638111914823
topic_29,catalytic_converter,0.3161360791685509
topic_29,renewable_energy_industry,0.2920462032041071
topic_29,ev,0.2920462032041071
topic_29,beach,0.2920462032041071
topic_29,combustion_engine,0.2920462032041071
topic_29,grid,0.28301888220141747
topic_29,vehicle,0.2828744161087644
topic_29,hev,0.2808432713268305
topic_29,cfb_technology,0.27790750598970904
topic_30,energy_industry,0.5190826501527266
topic_30,dige,0.5018527942277176
topic_30,transport_development,0.4826658043450209
topic_30,city,0.480615039245139
topic_30,tee,0.46832630632517014
topic_30,talent_war,0.46101300225064445
topic_30,regional_happiness,0.46101300225064445
topic_30,permeable_pavement,0.43614195883370865
topic_30,urban_ecoefficiency,0.43614195883370865
topic_30,tourism,0.4191135289627082
topic_31,ecigarette_industry,0.4221227045055187
topic_31,ippf,0.4221227045055187
topic_31,ecigarette,0.4221227045055187
topic_31,ftt_policy,0.3997439155851823
topic_31,au_model,0.3997439155851823
topic_31,packaging_design,0.37332658539536123
topic_31,skillbiased_technical,0.37332658539536123
topic_31,inverse_au,0.37332658539536123
topic_31,unskilled_labor,0.35934262494959257
topic_31,offshoring,0.3576083902376117
topic_32,digital_economy,0.4478177105139538
topic_32,cloud_computing,0.4214428581811706
topic_32,chinas,0.3610547086780617
topic_32,offshore_wind_power,0.3308699978216462
topic_32,chinas_ofdi,0.3281141163211759
topic_32,di,0.3232803887709328
topic_32,water_environment,0.32044785439276674
topic_32,ofdi,0.31582018822221675
topic_32,chinas_sed,0.31173783646455794
topic_32,gtfp,0.30178530189086356
topic_33,waterrelated_patent,0.45242439857598227
topic_33,japanese,0.4023138138930541
topic_33,internalisation,0.3807171466336151
topic_33,oled_technology,0.3807171466336151
topic_33,south_korea,0.3798450042754675
topic_33,japan,0.3795205179275867
topic_33,fintech,0.3692843552976098
topic_33,kim,0.3692843552976098
topic_33,internal_knowledge,0.3564754061682419
topic_33,toolgen,0.34752001521568415
topic_34,biosimilar,0.6914188742348604
topic_34,biologic,0.5104578868470836
topic_34,biologic_biosimilar,0.40568584284624704
topic_34,reference_product,0.40465728712100574
topic_34,patent_thicket,0.3930452795152019
topic_34,belgian,0.3913202531212014
topic_34,originator_biologic,0.3504025012349289
topic_34,glycan,0.3504025012349289
topic_34,biopharmaceutical,0.3497952069876934
topic_34,biosimilar_manufacturer,0.33414513216461417
topic_35,followon_pharmaceutical,0.45738434262861277
topic_35,epogen,0.4142823390729022
topic_35,reformulation,0.32292725206741224
topic_35,insulin,0.31050042985020154
topic_35,generic_procurement,0.30993574949521
topic_35,sham_exception,0.30993574949521
topic_35,personalised_medicine,0.30993574949521
topic_35,nipt,0.29859198252486147
topic_35,secondary_pharmaceutical,0.29735102503805766
topic_35,product_hopping,0.29674193425026857
topic_36,green_technology,0.5868785469662764
topic_36,cep,0.41526327278695785
topic_36,carbon_emission_performance,0.41317769911697483
topic_36,egp,0.398226787252691
topic_36,esg,0.3895393740356724
topic_36,green,0.38840828903371144
topic_36,green_finance,0.38554297846769353
topic_36,belt_road,0.3793638042315456
topic_36,esg_performance,0.3738090924255723
topic_36,sustainable_green,0.3673603637686776
topic_37,environmental_regulation,0.5274505670909373
topic_37,environmental,0.4284620497519451
topic_37,green_utility,0.3803469637830764
topic_37,green,0.3741752509480581
topic_37,environmental_protection,0.36258356612775794
topic_37,enterprise_gti,0.3366596874108417
topic_37,nepl,0.3366596874108417
topic_37,proportion_of_global,0.3366596874108417
topic_37,digital_finance,0.3366596874108417
topic_37,enterprise,0.3346054839837866
topic_38,fourth_amendment,0.48205385485176067
topic_38,chinese,0.43785114391694774
topic_38,transnational_law,0.43594502133841784
topic_38,institute_private,0.4124359811947831
topic_38,antisuit_injunction,0.3646006694698625
topic_38,private_prosecution,0.3614758275564923
topic_38,discretion_achieve,0.3614758275564923
topic_38,licit_profit,0.3614758275564923
topic_38,damage_unjustifiably,0.3614758275564923
topic_38,join_wto,0.3614758275564923
topic_39,cell,0.38493203954458854
topic_39,gc,0.367059390206758
topic_39,snhg6,0.366389317439434
topic_39,nsclc,0.3534748181192082
topic_39,crc,0.3534748181192082
topic_39,mibc,0.33917756682044314
topic_39,rbm8a,0.33917756682044314
topic_39,escc,0.33917756682044314
topic_39,nucleatum,0.33917756682044314
topic_39,cisplatin,0.3290250760878718
topic_40,pathway,0.30295048163552324
topic_40,network_pharmacology,0.27571036331767274
topic_40,molecular_docking,0.2656201136323677
topic_40,ftz,0.26275112386774885
topic_40,traditional_chinese_medicine,0.2606525806881286
topic_40,rat,0.2540456798854437
topic_40,active_compound,0.25403399931475584
topic_40,hxzqol,0.2525066157688497
topic_40,traditional_chinese,0.2525066157688497
topic_40,phthalate,0.2525066157688497
topic_41,list_firm,0.4893193392971508
topic_41,upper_quantile,0.4576736698699055
topic_41,china_top,0.4576736698699055
topic_41,brand_award,0.4576736698699055
topic_41,unused_trademark,0.4576736698699055
topic_41,international_competitiveness,0.4440926372321879
topic_41,firms_current,0.4440926372321879
topic_41,sipo,0.4180763963762077
topic_41,trademark_registration,0.4024175287338994
topic_41,manufacturing_industry,0.39929432321417363
topic_42,human_gene,0.5513631099835978
topic_42,chinese_scholar,0.505538894760118
topic_42,traditional_medical,0.49674132192950954
topic_42,gene,0.4880556706458203
topic_42,unique_response,0.44554816543901127
topic_42,access_of_hesc,0.44554816543901127
topic_42,antitrust_law,0.4387247110094239
topic_42,foreign_pressure,0.4123414785258285
topic_42,examination_guideline,0.4060267386598721
topic_42,chinas_patentintensive,0.4060267386598721
topic_43,disclosure,0.39289931020472607
topic_43,ecf_firm,0.3792894053528269
topic_43,cvc_funding,0.3792894053528269
topic_43,secrecy,0.36786849350130285
topic_43,disclosure_obligation,0.35795525125461886
topic_43,trade_secret,0.3545533306172979
topic_43,stock_price,0.34581279689092154
topic_43,disclose_knowledge,0.34336540667597054
topic_43,concept_learning,0.3329970225302101
topic_43,datum_breach,0.3329970225302101
topic_44,halfcausation,0.5559616485854078
topic_44,suigenericide,0.48061938175016755
topic_44,soft_ip,0.4550748248851059
topic_44,firsttofile,0.4272845379682742
topic_44,philosophical_model,0.4249322208218522
topic_44,alternative_nearby,0.4249322208218522
topic_44,imaginary,0.4100146307386201
topic_44,copyright_trademark,0.39761175269236565
topic_44,life_table,0.38801444582462213
topic_44,firsttoinvent,0.3710266485231348
topic_45,patentable_subject,0.4702212096197258
topic_45,supreme_courts,0.3998321870473971
topic_45,matter_jurisprudence,0.3929129888758432
topic_45,principle_of_neutrality,0.3929129888758432
topic_45,technological_neutrality,0.3929129888758432
topic_45,sequence_datum,0.3929129888758432
topic_45,personal_genomic,0.3929129888758432
topic_45,tcm,0.37858816656198224
topic_45,personality,0.3694708993730995
topic_45,software,0.3640689725070502
topic_46,vc,0.20891726368996688
topic_46,supplier,0.20023400256086524
topic_46,patent_portfolio,0.19215029229302566
topic_46,learning,0.19132897259164272
topic_46,innovation_performance,0.19101897697805817
topic_46,entrepreneurship,0.19079445066061465
topic_46,formal_appropriability,0.1899324191898682
topic_46,emotional_behavioral,0.18959885101854831
topic_46,organizational_performance,0.18959885101854831
topic_46,appropriability_mechanism,0.18929673080705042
topic_47,um,0.49582597473607276
topic_47,outlicense,0.4294131834767588
topic_47,closing_price,0.4212399643617607
topic_47,lot_offer,0.4212399643617607
topic_47,depreciation,0.40886437136624515
topic_47,firstmover_advantage,0.39074864390004216
topic_47,korusfta,0.3850981735879868
topic_47,price_lot,0.3850981735879868
topic_47,startup,0.38271346211511226
topic_47,seed,0.34375647872129295
topic_48,administrative_procedural,0.5942007649726498
topic_48,patent_enforcer,0.5044187259628199
topic_48,positive_association,0.4972737712711874
topic_48,litigation_explosion,0.48534102179121
topic_48,constructive_notice,0.48534102179121
topic_48,pregrant_patent,0.4700808355411282
topic_48,llc,0.4659127305046135
topic_48,tc_heartland,0.45630241568569174
topic_48,notice,0.45301841794042763
topic_48,family_firm,0.44494653405048007
topic_49,finland,0.4505409061729665
topic_49,triulzi,0.4505409061729665
topic_49,examination_outcome,0.41035645897060924
topic_49,journal,0.3975435876170065
topic_49,5year_citation,0.3964870971286195
topic_49,patentlevel,0.3964870971286195
topic_49,indicator_sjr,0.3964870971286195
topic_49,commercialization_speed,0.3964870971286195
topic_49,indicator_inform,0.3964870971286195
