topic,words,scores
topic_-1,international_patenting,0.11359038875466713
topic_-1,hybrid_pae,0.11122824235638362
topic_-1,country,0.10997135196281836
topic_-1,space,0.10951072091051989
topic_-1,bangladesh,0.10876978474773968
topic_-1,firm,0.10790961026859201
topic_-1,inventor,0.10744739555563365
topic_-1,cannabis,0.10620498526407461
topic_-1,phthalate,0.10620498526407461
topic_-1,drug_delivery,0.10620498526407461
topic_0,remanufacturer,0.7756889001226089
topic_0,remanufacturing,0.659452410987381
topic_0,remanufacture_product,0.6485581018670719
topic_0,clsc,0.5978834356249798
topic_0,closedloop_supply_chain,0.5978834356249798
topic_0,original_manufacturer,0.5632144273583021
topic_0,oem,0.5308468806550675
topic_0,retail_price,0.4847149473609517
topic_0,remanufacturing_degree,0.4847149473609517
topic_0,manufacturer,0.484534287778975
topic_1,3dp,0.6273945733892169
topic_1,3d_printing,0.5636231759017354
topic_1,threedimensional_printing,0.5529252765193043
topic_1,pharmaceutically_relevant,0.5062912948011814
topic_1,3d_printer,0.47949409015723743
topic_1,fdm,0.47949409015723743
topic_1,additive_manufacturing,0.4760855416251661
topic_1,printing,0.46153577489751185
topic_1,secure_remote,0.4478529919218395
topic_1,model_polymer,0.4478529919218395
topic_2,vaccine,0.5159698613862479
topic_2,waiver,0.41532658362245145
topic_2,pandemic,0.4026419469935421
topic_2,covid19_vaccine,0.3964712283597822
topic_2,covid19_pandemic,0.377764297080659
topic_2,covid19,0.34330458166364863
topic_2,pandemic_influenza,0.30863248571520663
topic_2,digital_health,0.29806060115241484
topic_2,global_vaccine,0.2956666174660636
topic_2,waive,0.2866609693462685
topic_3,bilateral_regional,0.39825585210765824
topic_3,data_exclusivity,0.39524449906945275
topic_3,human,0.38402537272613346
topic_3,trips,0.37403835190425616
topic_3,7_8,0.3664114354028893
topic_3,health,0.34055429397024506
topic_3,needsbased_hierarchy,0.33200567143871046
topic_3,object_purpose,0.33200567143871046
topic_3,human_wellbeing,0.33200567143871046
topic_3,social_acceptability,0.33200567143871046
topic_4,traditional_knowledge,0.5657260949449174
topic_4,biological_diversity,0.4342024722202006
topic_4,genetic_resource,0.4337750946322239
topic_4,indigenous_knowledge,0.3796662969579546
topic_4,tk,0.358108198383926
topic_4,indigenous_people,0.355363601626714
topic_4,tkdl,0.34187516147709707
topic_4,access_benefitsharing,0.34141737653146875
topic_4,nagoya_protocol,0.34099091418920335
topic_4,cbd,0.33116649035883
topic_5,genetic_diversity,0.48627824143017256
topic_5,germplasm,0.4746176295246781
topic_5,cultivar,0.45567461286251926
topic_5,expvp,0.4303264844866879
topic_5,zea,0.4303264844866879
topic_5,descriptor,0.3898220629458075
topic_5,genotype,0.3811851294034276
topic_5,combine_ability,0.37154538758922867
